nl_cmd,bash_cmd
set a timer for 4 minutes,sleep 240 && notify-send "timer done" "your 4 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 5 minute timer,sleep 300 && notify-send "timer done" "your 5 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 6 minutes,sleep 360 && notify-send "timer done" "your 6 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 7 minutes,sleep 420 && notify-send "timer done" "your 7 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 8 minutes,sleep 480 && notify-send "timer done" "your 8 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 9 minute timer,sleep 540 && notify-send "timer done" "your 9 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 10 minutes,sleep 600 && notify-send "timer done" "your 10 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 11 minutes,sleep 660 && notify-send "timer done" "your 11 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 12 minute timer,sleep 720 && notify-send "timer done" "your 12 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 13 minutes,sleep 780 && notify-send "timer done" "your 13 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 14 minutes,sleep 840 && notify-send "timer done" "your 14 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 15 minutes,sleep 900 && notify-send "timer done" "your 15 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 16 minute timer,sleep 960 && notify-send "timer done" "your 16 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 17 minutes,sleep 1020 && notify-send "timer done" "your 17 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 18 minutes,sleep 1080 && notify-send "timer done" "your 18 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 19 minute timer,sleep 1140 && notify-send "timer done" "your 19 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 20 minutes,sleep 1200 && notify-send "timer done" "your 20 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 21 minutes,sleep 1260 && notify-send "timer done" "your 21 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 22 minutes,sleep 1320 && notify-send "timer done" "your 22 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 23 minute timer,sleep 3240 && notify-send "timer done" "your 23 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 24 minute timer,sleep 1440 && notify-send "timer done" "your 24 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 25 minutes,sleep 1500 && notify-send "timer done" "your 25 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 26 minutes,sleep 1560 && notify-send "timer done" "your 26 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 27 minute timer,sleep 1620 && notify-send "timer done" "your 27 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 28 minutes,sleep 1680 && notify-send "timer done" "your 28 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 29 minutes,sleep 1740 && notify-send "timer done" "your 29 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 30 minutes,sleep 1800 && notify-send "timer done" "your 30 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a half an hour timer,sleep 1800 && notify-send "timer done" "your half an hour timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 31 minutes,sleep 1860 && notify-send "timer done" "your 31 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 32 minutes,sleep 1920 && notify-send "timer done" "your 32 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 33 minute timer,sleep 1980 && notify-send "timer done" "your 33 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 34 minutes,sleep 2040 && notify-send "timer done" "your 34 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 35 minutes,sleep 2100 && notify-send "timer done" "your 35 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 36 minutes,sleep 2160 && notify-send "timer done" "your 36 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 37 minute timer,sleep 2220 && notify-send "timer done" "your 37 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 38 minutes,sleep 2280 && notify-send "timer done" "your 38 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 39 minutes,sleep 2340 && notify-send "timer done" "your 39 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 40 minute timer,sleep 2400 && notify-send "timer done" "your 40 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 41 minutes,sleep 2460 && notify-send "timer done" "your 41 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 42 minutes,sleep 2520 && notify-send "timer done" "your 42 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 43 minutes,sleep 2580 && notify-send "timer done" "your 43 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 44 minute timer,sleep 2640 && notify-send "timer done" "your 44 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 45 minutes,sleep 2700 && notify-send "timer done" "your 45 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 46 minutes,sleep 2760 && notify-send "timer done" "your 46 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 47 minute timer,sleep 2820 && notify-send "timer done" "your 47 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 48 minutes,sleep 2880 && notify-send "timer done" "your 48 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 49 minutes,sleep 2940 && notify-send "timer done" "your 49 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 50 minutes,sleep 3000 && notify-send "timer done" "your 50 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 51 minute timer,sleep 3060 && notify-send "timer done" "your 51 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 52 minutes,sleep 3120 && notify-send "timer done" "your 52 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 53 minutes,sleep 3180 && notify-send "timer done" "your 53 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 54 minute timer,sleep 3240 && notify-send "timer done" "your 54 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 55 minutes,sleep 3300 && notify-send "timer done" "your 55 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 56 minutes,sleep 3360 && notify-send "timer done" "your 56 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 57 minutes,sleep 3420 && notify-send "timer done" "your 57 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 58 minute timer,sleep 3480 && notify-send "timer done" "your 58 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 59 minutes,sleep 3540 && notify-send "timer done" "your 59 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 60 minutes,sleep 3600 && notify-send "timer done" "your 60 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 1 hour timer,sleep 3600 && notify-send "timer done" "your 1 hour timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 1 hour and 5 minutes,sleep 3900 && notify-send "timer done" "your 1 hour 5 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 1 hour and 10 minutes,sleep 4200 && notify-send "timer done" "your 1 hour 10 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 1 hour and 15 minutes,sleep 4500 && notify-send "timer done" "your 1 hour 15 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 1 hour and 20 minutes timer,sleep 4800 && notify-send "timer done" "your 1 hour 20 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 1 hour and 25 minutes,sleep 5100 && notify-send "timer done" "your 1 hour 25 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 1 hour and 30 minutes,sleep 5400 && notify-send "timer done" "your 1 hour 30 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
start a 1 hour and half timer,sleep 5400 && notify-send "timer done" "your 1 hour and half timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
can you set a timer for 1 hour and 35 minutes,sleep 5700 && notify-send "timer done" "your 1 hour 35 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
i need a timer for 1 hour and 40 minutes,sleep 6000 && notify-send "timer done" "your 1 hour 40 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
begin a timer for 1 hour and 45 minutes,sleep 6300 && notify-send "timer done" "your 1 hour 45 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
put a 1 hour and 50 minutes timer,sleep 6600 && notify-send "timer done" "your 1 hour 50 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
countdown 1 hour and 55 minutes,sleep 6900 && notify-send "timer done" "your 1 hour 55 minutes timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga
set a timer for 2 hour,sleep 7200 && notify-send "timer done" "your 2 hour timer is up!" && paplay /usr/share/sounds/freedesktop/stereo/complete.oga

#apps list

please open firefox browser,firefox
hey can you start firefox browser,firefox
bring up firefox browser please,firefox
please launch firefox browser for me,firefox
i need you to open firefox browser now,firefox

please open chromium browser,chromium-browser
hey can you start chromium browser,chromium-browser
bring up chromium browser please,chromium-browser
please launch chromium browser for me,chromium-browser
i need you to open chromium browser now,chromium-browser

please open chrome browser,google-chrome
hey can you start chrome browser,google-chrome
bring up chrome browser please,google-chrome
please launch chrome browser for me,google-chrome
i need you to open chrome browser now,google-chrome

please open brave browser,brave-browser
hey can you start brave browser,brave-browser
bring up brave browser please,brave-browser
please launch brave browser for me,brave-browser
i need you to open brave browser now,brave-browser

please open opera browser,opera
hey can you start opera browser,opera
bring up opera browser please,opera
please launch opera browser for me,opera
i need you to open opera browser now,opera

please open vivaldi browser,vivaldi
hey can you start vivaldi browser,vivaldi
bring up vivaldi browser please,vivaldi
please launch vivaldi browser for me,vivaldi
i need you to open vivaldi browser now,vivaldi

please open epiphany browser,epiphany
hey can you start epiphany browser,epiphany
bring up epiphany browser please,epiphany
please launch epiphany browser for me,epiphany
i need you to open epiphany browser now,epiphany

please open falkon browser,falkon
hey can you start falkon browser,falkon
bring up falkon please browser,falkon
please launch falkon browser for me,falkon
i need you to open falkon browser now,falkon

please open tor browser,torbrowser-launcher
hey can you start tor browser,torbrowser-launcher
bring up tor browser please,torbrowser-launcher
please launch tor browser for me,torbrowser-launcher
i need you to open tor browser now,torbrowser-launcher

please open libreoffice,libreoffice
hey can you start libreoffice,libreoffice
bring up libreoffice please,libreoffice
please launch libreoffice for me,libreoffice
i need you to open libreoffice now,libreoffice

please open onlyoffice,onlyoffice-desktopeditors
hey can you start onlyoffice,onlyoffice-desktopeditors
bring up onlyoffice please,onlyoffice-desktopeditors
please launch onlyoffice for me,onlyoffice-desktopeditors
i need you to open onlyoffice now,onlyoffice-desktopeditors

please open evince,evince
hey can you start evince,evince
bring up evince please,evince
please launch evince for me,evince
i need you to open evince now,evince

please open okular,okular
hey can you start okular,okular
bring up okular please,okular
please launch okular for me,okular
i need you to open okular now,okular

please open tusk,tusk
hey can you start tusk,tusk
bring up tusk please,tusk
please launch tusk for me,tusk
i need you to open tusk now,tusk

please open joplin,joplin
hey can you start joplin,joplin
bring up joplin please,joplin
please launch joplin for me,joplin
i need you to open joplin now,joplin

please open simplenote,simplenote
hey can you start simplenote,simplenote
bring up simplenote please,simplenote
please launch simplenote for me,simplenote
i need you to open simplenote now,simplenote

please open thunderbird,thunderbird
hey can you start thunderbird,thunderbird
bring up thunderbird please,thunderbird
please launch thunderbird for me,thunderbird
i need you to open thunderbird now,thunderbird

please open evolution,evolution
hey can you start evolution,evolution
bring up evolution please,evolution
please launch evolution for me,evolution
i need you to open evolution now,evolution

please open korganizer,korganizer
hey can you start korganizer,korganizer
bring up korganizer please,korganizer
please launch korganizer for me,korganizer
i need you to open korganizer now,korganizer

please open sublime text,subl
hey can you start sublime text,subl
bring up sublime text please,subl
please launch sublime text for me,subl
i need you to open sublime text now,subl

please open pycharm community,pycharm-community
hey can you start pycharm community,pycharm-community
bring up pycharm community please,pycharm-community
please launch pycharm community for me,pycharm-community
i need you to open pycharm community now,pycharm-community

please open visual studio code,code
hey can you start visual studio code,code
bring up visual studio code please,code
please launch visual studio code for me,code
i need you to open visual studio code now,code

please open vs code,code
hey can you start vs code,code
bring up vs code please,code
please launch vs code for me,code
i need you to open vs code now,code

please open visual studio,code
hey can you start visual studio,code
bring up visual studio please,code
please launch visual studio for me,code
i need you to open visual studio now,code

please open notepad++,notepad-plus-plus
hey can you start notepad++,notepad-plus-plus
bring up notepad++ please,notepad-plus-plus
please launch notepad++ for me,notepad-plus-plus
i need you to open notepad++ now,notepad-plus-plus

please open notepad plus plus,notepad-plus-plus
hey can you start notepad plus plus,notepad-plus-plus
bring up notepad plus plus please,notepad-plus-plus
please launch notepad plus plus for me,notepad-plus-plus
i need you to open notepad plus plus now,notepad-plus-plus

please open android studio,studio
hey can you start android studio,studio
bring up android studio please,studio
please launch android studio for me,studio
i need you to open android studio now,studio

please open anydesk,anydesk
hey can you start anydesk,anydesk
bring up anydesk please,anydesk
please launch anydesk for me,anydesk
i need you to open anydesk now,anydesk

please open php storm,phpstorm
hey can you start php storm,phpstorm
bring up php storm please,phpstorm
please launch php storm for me,phpstorm
i need you to open php storm now,phpstorm

please open eclipse,eclipse
hey can you start eclipse,eclipse
bring up eclipse please,eclipse
please launch eclipse for me,eclipse
i need you to open eclipse now,eclipse

please open pycharm professional,pycharm-professional
hey can you start pycharm professional,pycharm-professional
bring up pycharm professional please,pycharm-professional
please launch pycharm professional for me,pycharm-professional
i need you to open pycharm professional now,pycharm-professional

please open intellij idea,idea
hey can you start intellij idea,idea
bring up intellij idea please,idea
please launch intellij idea for me,idea
i need you to open intellij idea now,idea

please open pycharm application,pycharm-community
hey can you start pycharm application,pycharm-community
bring up pycharm application please,pycharm-community
please launch pycharm application for me,pycharm-community
i need you to open pycharm application now,pycharm-community

please open pycharm,pycharm-community
hey can you start pycharm,pycharm-community
bring up pycharm please,pycharm-community
please launch pycharm for me,pycharm-community
i need you to open pycharm now,pycharm-community

please open postman,
hey can you start postman,postman
bring up postman please,postman
please launch postman for me,postman
i need you to open postman now,postman

please open intellij idea ultimate,idea
hey can you start intellij idea ultimate,idea
bring up intellij idea ultimate please,idea
please launch intellij idea ultimate for me,idea
i need you to open intellij idea ultimate now,idea

please open webstorm,webstorm
hey can you start webstorm,webstorm
bring up webstorm please,webstorm
please launch webstorm for me,webstorm
i need you to open webstorm now,webstorm

please open rubymine,rubymine
hey can you start rubymine,rubymine
bring up rubymine please,rubymine
please launch rubymine for me,rubymine
i need you to open rubymine now,rubymine

please open apache netbeans,netbeans
hey can you start apache netbeans,netbeans
bring up apache netbeans please,netbeans
please launch apache netbeans for me,netbeans
i need you to open apache netbeans now,netbeans

please open goland,goland
hey can you start goland,goland
bring up goland please,goland
please launch goland for me,goland
i need you to open goland now,goland

please open slack,slack
hey can you start slack,slack
bring up slack please,slack
please launch slack for me,slack
i need you to open slack now,slack

please open telegram,telegram-desktop
hey can you start telegram,telegram-desktop
bring up telegram please,telegram-desktop
please launch telegram for me,telegram-desktop
i need you to open telegram now,telegram-desktop

please open skype,skype
hey can you start skype,skype
bring up skype please,skype
please launch skype for me,skype
i need you to open skype now,skype

please open zulip,zulip
hey can you start zulip,zulip
bring up zulip please,zulip
please launch zulip for me,zulip
i need you to open zulip now,zulip

please open discord,discord
hey can you start discord,discord
bring up discord please,discord
please launch discord for me,discord
i need you to open discord now,discord

please open signal-desktop,signal-desktop
hey can you start signal-desktop,signal-desktop
bring up signal-desktop please,signal-desktop
please launch signal-desktop for me,signal-desktop
i need you to open signal-desktop now,signal-desktop

please open signal,signal-desktop
hey can you start signal,signal-desktop
bring up signal please,signal-desktop
please launch signal for me,signal-desktop
i need you to open signal now,signal-desktop

please open zenchat,zenchat
hey can you start zenchat,zenchat
bring up zenchat please,zenchat
please launch zenchat for me,zenchat
i need you to open zenchat now,zenchat

please open zen chat,zen chat
hey can you start zen chat,zenchat
bring up zen chat please,zenchat
please launch zen chat for me,zenchat
i need you to open zen chat now,zenchat

please open zoom,zoom
hey can you start zoom,zoom
bring up zoom please,zoom
please launch zoom for me,zoom
i need you to open zoom now,zoom

please open whatsapp,whatsapp-desktop
hey can you start whatsapp,whatsapp-desktop
bring up whatsapp please,whatsapp-desktop
please launch whatsapp for me,whatsapp-desktop
i need you to open whatsapp now,whatsapp-desktop

please open scrcpy,scrcpy
hey can you start scrcpy,scrcpy
bring up scrcpy please,scrcpy
please launch scrcpy for me,scrcpy
i need you to open scrcpy now,scrcpy

please open spotify,spotify
hey can you start spotify,spotify
bring up spotify please,spotify
please launch spotify for me,spotify
i need you to open spotify now,spotify

please open gitkraken,gitkraken
hey can you start gitkraken,gitkraken
bring up gitkraken please,gitkraken
please launch gitkraken for me,gitkraken
i need you to open gitkraken now,gitkraken

please open microsoft teams,teams
hey can you start microsoft teams,teams
bring up microsoft teams please,teams
please launch microsoft teams for me,teams
i need you to open microsoft teams now,teams

please open teams,teams
hey can you start teams,teams
bring up teams please,teams
please launch teams for me,teams
i need you to open teams now,teams

please open gimp,gimp
hey can you start gimp,gimp
bring up gimp please,gimp
please launch gimp for me,gimp
i need you to open gimp now,gimp

please open obs studio,obs
hey can you start obs studio,obs
bring up obs studio please,obs
please launch obs studio for me,obs
i need you to open obs studio now,obs

please open obs,obs
hey can you start obs,obs
bring up obs please,obs
please launch obs for me,obs
i need you to open obs now,obs

please open kdenlive,kdenlive
hey can you start kdenlive,kdenlive
bring up kdenlive please,kdenlive
please launch kdenlive for me,kdenlive
i need you to open kdenlive now,kdenlive

please open virtualbox,virtualbox
hey can you start virtualbox,virtualbox
bring up virtualbox please,virtualbox
please launch virtualbox for me,virtualbox
i need you to open virtualbox now,virtualbox

please open virtual box,virtualbox
hey can you start virtual box,virtualbox
bring up virtual box please,virtualbox
please launch virtual box for me,virtualbox
i need you to open virtual box now,virtualbox

please open wireshark vpn,wireshark
hey can you start wireshark vpn,wireshark
bring up wireshark vpn please,wireshark
please launch wireshark vpn for me,wireshark
i need you to open wireshark vpn now,wireshark

please open wireshark,wireshark
hey can you start wireshark,wireshark
bring up wireshark please,wireshark
please launch wireshark for me,wireshark
i need you to open wireshark now,wireshark

please open windscribe vpn,windscribe
hey can you start windscribe vpn,windscribe
bring up windscribe vpn please,windscribe
please launch windscribe vpn for me,windscribe
i need you to open windscribe vpn now,windscribe

please open windscribe,windscribe
hey can you start windscribe,windscribe
bring up windscribe please,windscribe
please launch windscribe for me,windscribe
i need you to open windscribe now,windscribe

please open proton,protonvpn
hey can you start proton,protonvpn
bring up proton please,protonvpn
please launch proton for me,protonvpn
i need you to open proton now,protonvpn

please open proton vpn,protonvpn
hey can you start proton vpn,protonvpn
bring up proton vpn please,protonvpn
please launch proton vpn for me,protonvpn
i need you to open proton vpn now,protonvpn

please open express vpn,expressvpn
hey can you start express vpn,expressvpn
bring up express vpn please,expressvpn
please launch express vpn for me,expressvpn
i need you to open express vpn now,expressvpn

please open express,expressvpn
hey can you start express,expressvpn
bring up express please,expressvpn
please launch express for me,expressvpn
i need you to open express now,expressvpn

please open rstudio,rstudio
hey can you start rstudio,rstudio
bring up rstudio please,rstudio
please launch rstudio for me,rstudio
i need you to open rstudio now,rstudio

please open r studio,rstudio
hey can you start r studio,rstudio
bring up r studio please,rstudio
please launch r studio for me,rstudio
i need you to open r studio now,rstudio

please open calculator,gnome-calculator
hey can you start calculator,gnome-calculator
bring up calculator please,gnome-calculator
please launch calculator for me,gnome-calculator
i need you to open calculator now,gnome-calculator

please open settings,gnome-control-center
hey can you start settings,gnome-control-center
bring up settings please,gnome-control-center
please launch settings for me,gnome-control-center
i need you to open settings now,gnome-control-center

please open clock,gnome-clocks
hey can you start clock,gnome-clocks
bring up clock please,gnome-clocks
please launch clock for me,gnome-clocks
i need you to open clock now,gnome-clocks

please open file manager,nautilus ~
hey can you start file manager,nautilus ~
bring up file manager please,nautilus ~
please launch file manager for me,nautilus ~
i need you to open file manager now,nautilus ~


